"25434920-NGRAMS1.txt","Particulate Matter (PM) Research Centers (1999-2005) and the Role of Interdisciplinary Center-Based Research"
"25472610-NGRAMS1.txt","Neighborhood Food Environment and Walkability Predict Obesity in New York City"
"25071107-NGRAMS1.txt","Breast-Feeding Protects against Arsenic Exposure in Bangladeshi Infants"
"25071049-NGRAMS1.txt","Microbial Risk Assessment Framework for Exposure to Amended Sludge Projects"
"25071097-NGRAMS1.txt","Circulating Biomarkers of Inflammation, Antioxidant Activity, and Platelet Activation Are Associated with Primary Combustion Aerosols in Subjects with Coronary Artery Disease"
"25165519-NGRAMS1.txt","Respiratory Cancer and Inhaled Inorganic Arsenic in Copper Smelters Workers: A Linear Relationship with Cumulative Exposure That Increases with Concentration"
"25071089-NGRAMS1.txt","The Role of Exposure to Phthalates from Polyvinyl Chloride Products in the Development of Asthma and Allergies: A Systematic Review and Meta-Analysis"
"25071182-NGRAMS1.txt","Developmental Lead Exposure Induces Tactile Defensiveness in Rhesus Monkeys (Macaca Mulatta)"
"25067933-NGRAMS1.txt","Hydroxylation Increases the Neurotoxic Potential of BDE-47 to Affect Exocytosis and Calcium Homeostasis in PC12 Cells"
"25071090-NGRAMS1.txt","The Protective Mechanism of Antioxidants in Cadmium-Induced Ototoxicity in vitro and in Vivo"
"25148402-NGRAMS1.txt","Oridonin Confers Protection against Arsenic-Induced Toxicity through Activation of the Nrf2-Mediated Defensive Response"
"25148421-NGRAMS1.txt","Residential Traffic and Children's Respiratory Health"
"25148453-NGRAMS1.txt","Estimating Individual-Level Exposure to Airborne Polycyclic Aromatic Hydrocarbons throughout the Gestational Period Based on Personal, Indoor, and Outdoor Monitoring"
"25165528-NGRAMS1.txt","Ten Years of Addressing Children's Health through Regulatory Policy at the U.S. Environmental Protection Agency"
"25071143-NGRAMS1.txt","Protective Effects of B Vitamins and Antioxidants on the Risk of Arsenic-Related Skin Lesions in Bangladesh"
"20778590-NGRAMS1.txt","A Case—Control Study of Lung Cancer Nested in a Cohort of European Asphalt Workers"
"25071054-NGRAMS1.txt","Polychlorinated Biphenyl-77 Induces Adipocyte Differentiation and Proinflammatory Adipokines and Promotes Obesity and Atherosclerosis"
"25148444-NGRAMS1.txt","Climate Change, Tropospheric Ozone and Particulate Matter, and Health Impacts"
"25071147-NGRAMS1.txt","Relation between Cord Blood Mercury Levels and Early Child Development in a World Trade Center Cohort"
"25434924-NGRAMS1.txt","Cadmium Levels in Urine and Mortality among U.S. Adults"
"25472602-NGRAMS1.txt","The Proteasome Is a Molecular Target of Environmental Toxic Organotins"
"25472607-NGRAMS1.txt","Apparent Half-Lives of Dioxins, Furans, and Polychlorinated Biphenyls as a Function of Age, Body Fat, Smoking Status, and Breast-Feeding"
"20778578-NGRAMS1.txt","Evaluating and Regulating Lead in Synthetic Turf"
"20749153-NGRAMS1.txt","Low Dose of Some Persistent Organic Pollutants Predicts Type 2 Diabetes: A Nested Case-Control Study"
"25148419-NGRAMS1.txt","Variants in Iron Metabolism Genes Predict Higher Blood Lead Levels in Young Children"
"25472592-NGRAMS1.txt","The Controversy about a Possible Relationship between Mobile Phone Use and Cancer"
"25472591-NGRAMS1.txt","Why Public Health Agencies Cannot Depend on Good Laboratory Practices as a Criterion for Selecting Data: The Case of Bisphenol A"
"25472606-NGRAMS1.txt","Public Health Strategies for Western Bangladesh That Address Arsenic, Manganese, Uranium, and Other Toxic Elements in Drinking Water"
"25071151-NGRAMS1.txt","Use of Space-Time Models to Investigate the Stability of Patterns of Disease"
"25148436-NGRAMS1.txt","Linking TB and the Environment: An Overlooked Mitigation Strategy"
"20749162-NGRAMS1.txt","p53 Plays an Important Role in Cell Fate Determination after Exposure to Microcystin-LR"
"25071044-NGRAMS1.txt","Recent Advances and Opportunities in Research on Lupus: Environmental Influences and Mechanisms of Disease"
"20778602-NGRAMS1.txt","Temporal and Spatial Patterns of Ambient Endotoxin Concentrations in Fresno, California"
"25071056-NGRAMS1.txt","Bone Resorption and Environmental Exposure to Cadmium in Women: A Population Study"
"20778587-NGRAMS1.txt","Atrazine Binds to the Growth Hormone—Releasing Hormone Receptor and Affects Growth Hormone Gene Expression"
"25071140-NGRAMS1.txt","Adverse Cardiovascular Effects with Acute Particulate Matter and Ozone Exposures: Interstrain Variation in Mice"
"25434932-NGRAMS1.txt","Modification by Influenza on Health Effects of Air Pollution in Hong Kong"
"25071008-NGRAMS1.txt","The Environment and Asthma in U.S. Inner Cities"
"25071098-NGRAMS1.txt","A Comparison of Particulate Matter from Biomass-Burning Rural and Non-Biomass-Burning Urban Households in Northeastern China"
"25148457-NGRAMS1.txt","S-Ethyl-N,N-dipropylthiocarbamate Exposure and Cancer Incidence among Male Pesticide Applicators in the Agricultural Health Study: A Prospective Cohort"
"25434925-NGRAMS1.txt","Metabolism of Polybrominated Diphenyl Ethers (PBDEs) by Human Hepatocytes in Vitro"
"25165509-NGRAMS1.txt","Climate Variability, Social and Environmental Factors, and Ross River Virus Transmission: Research Development and Future Research Needs"
"20778584-NGRAMS1.txt","The Risk of West Nile Virus Infection Is Associated with Combined Sewer Overflow Streams in Urban Atlanta, Georgia, USA"
"25071060-NGRAMS1.txt","Relationship of Thyroid Hormone Levels to Levels of Polychlorinated Biphenyls, Lead, p,p′-DDE, and Other Toxicants in Akwesasne Mohawk Youth"
"25071139-NGRAMS1.txt","Estimating Community Drug Abuse by Wastewater Analysis"
"25165513-NGRAMS1.txt","Cadmium-Related Mortality and Long-Term Secular Trends in the Cadmium Body Burden of an Environmentally Exposed Population"
"25067926-NGRAMS1.txt","Formyl-Methionyl-Leucyl-Phenylalanine-Induced Dopaminergic Neurotoxicity via Microglial Activation: A Mediator between Peripheral Infection and Neurodegeneration?"
"25071108-NGRAMS1.txt","Chronic Traffic-Related Air Pollution and Stress Interact to Predict Biologic and Clinical Outcomes in Asthma"
"25071185-NGRAMS1.txt","Urinary Cadmium and Osteoporosis in U.S. Women ≥ 50 Years of Age: NHANES 1988-1994 and 1999-2004"
"25071187-NGRAMS1.txt","Marked Liver Tumorigenesis by Helicobacter hepaticus Requires Perinatal Exposure"
"25148412-NGRAMS1.txt"," Inhaled Asbestos Exacerbates Atherosclerosis in Apolipoprotein E-Deficient Mice via CD4⁺ T Cells doi:10.1289/ehp.11172"
"25472613-NGRAMS1.txt","Exposure of U.S. Children to Residential Dust Lead, 1999-2004: I. Housing and Demographic Factors"
"25472614-NGRAMS1.txt","Exposure of U.S. Children to Residential Dust Lead, 1999-2004: II. The Contribution of Lead-Contaminated Dust to Children's Blood Lead Levels"
"20749157-NGRAMS1.txt","HFE H63D Polymorphism as a Modifier of the Effect of Cumulative Lead Exposure on Pulse Pressure: The Normative Aging Study"
"25148411-NGRAMS1.txt"," Raw Single-Wall Carbon Nanotubes Induce Oxidative Stress and Activate MAPKs, AP-1, NF-κB, and Akt in Normal and Malignant Human Mesothelial Cells doi:10.1289/ehp.10924"
"25148443-NGRAMS1.txt","Dioxins and Cardiovascular Disease Mortality"
"25071109-NGRAMS1.txt","Association of Blood Lead Levels with Onset of Puberty in Russian Boys"
"25071003-NGRAMS1.txt","Etiology and Pathogenesis of Airway Disease in Children and Adults from Rural Communities"
"25165514-NGRAMS1.txt","Population Physiologically Based Pharmacokinetic Modeling for the Human Lactational Transfer of PCB-153 with Consideration of Worldwide Human Biomonitoring Results"
"25071061-NGRAMS1.txt","Prenatal Exposure to Tetrachloroethylene-Contaminated Drinking Water and the Risk of Adverse Birth Outcomes"
"25165515-NGRAMS1.txt","Hormone Disruption by PBDEs in Adult Male Sport Fish Consumers"
"25165517-NGRAMS1.txt"," G-Protein: Coupled Receptor 30 and Estrogen Receptor-α Are Involved in the Proliferative Effects Induced by Atrazine in Ovarian Cancer Cells"
"25067930-NGRAMS1.txt","Low-Level Human Equivalent Gestational Lead Exposure Produces Supernormal Scotopic Electroretinograms, Increased Retinal Neurogenesis, and Decreased Retinal Dopamine Utilization in Rats"
"25067936-NGRAMS1.txt","Prenatal Exposure to Airborne Polycyclic Aromatic Hydrocarbons and Risk of Intrauterine Growth Restriction"
"25071110-NGRAMS1.txt","Reduction of Elevated Blood Lead Levels in Children in North Carolina and Vermont, 1996-1999"
"25148445-NGRAMS1.txt","Exposure of Neonatal Rats to Parathion Elicits Sex-Selective Reprogramming of Metabolism and Alters the Response to a High-Fat Diet in Adulthood"
"25434919-NGRAMS1.txt","Environment and Obesity in the National Children's Study"
"20749158-NGRAMS1.txt","Bisphenol AF Is a Full Agonist for the Estrogen Receptor ERα but a Highly Specific Antagonist for ERβ"
"20778581-NGRAMS1.txt","Nanoparticles Induce Changes of the Electrical Activity of Neuronal Networks on Microelectrode Array Neurochips"
"25071007-NGRAMS1.txt","Pesticides and Inner-City Children: Exposures, Risks, and Prevention"
"25071093-NGRAMS1.txt","A Novel Role of the NRF2 Transcription Factor in the Regulation of Arsenite-Mediated Keratin 16 Gene Expression in Human Keratinocytes"
"25071142-NGRAMS1.txt","Genomic Profiling Reveals an Alternate Mechanism for Hepatic Tumor Promotion by Perfluorooctanoic Acid in Rainbow Trout"
"25165526-NGRAMS1.txt","Meeting Report: Methylmercury in Marine Ecosystems: From Sources to Seafood Consumers"
"25434938-NGRAMS1.txt","Effect of Arsenic Exposure during Pregnancy on Infant Development at 7 Months in Rural Matlab, Bangladesh"
"25165524-NGRAMS1.txt","Dietary Exposure to 2,2',4,4'-Tetrabromodiphenyl Ether (PBDE-47) Alters Thyroid Status and Thyroid Hormone: Regulated Gene Transcription in the Pituitary and Brain"
"25165529-NGRAMS1.txt","Chronic Exposure to Ambient Ozone and Asthma Hospital Admissions among Children"
"25071153-NGRAMS1.txt","Community- and Individual-Level Socioeconomic Status and Breast Cancer Risk: Multilevel Modeling on Cape Cod, Massachusetts"
"25148418-NGRAMS1.txt","Environmental Public Health Tracking of Childhood Asthma Using California Health Interview Survey, Traffic, and Outdoor Air Pollution Data"
"20778580-NGRAMS1.txt","Research Recommendations for Selected IARC-Classified Agents"
"20778597-NGRAMS1.txt","Childhood Exposure to Phthalates: Associations with Thyroid Function, Insulin-like Growth Factor I, and Growth"
"25071192-NGRAMS1.txt","Respiratory and Other Health Effects Reported in Children Exposed to the World Trade Center Disaster of 11 September 2001"
"20749161-NGRAMS1.txt","Are Environmental Levels of Bisphenol A Associated with Reproductive Function in Fertile Men?"
"25071005-NGRAMS1.txt","Exposures of Children to Organophosphate Pesticides and Their Potential Adverse Health Effects"
"25071063-NGRAMS1.txt","Elevated Ambient Air Zinc Increases Pediatric Asthma Morbidity"
"25071145-NGRAMS1.txt","Maternal and Gestational Risk Factors for Hypospadias"
"25148405-NGRAMS1.txt","High Temperatures Enhanced Acute Mortality Effects of Ambient Particle Pollution in the \"Oven\" City of Wuhan, China"
"20778589-NGRAMS1.txt","Evaluation of Computational Docking to Identify Pregnane X Receptor Agonists in the ToxCast Database"
"20778582-NGRAMS1.txt","Investigation of Microcystin Congener—Dependent Uptake into Primary Murine Neurons"
"25071149-NGRAMS1.txt","Design Issues in Small-Area Studies of Environment and Health"
"25434921-NGRAMS1.txt","Bisphenol A at Low Nanomolar Doses Confers Chemoresistance in Estrogen Receptor-α-Positive and -Negative Breast Cancer Cells"
"25071099-NGRAMS1.txt","Unmodified CdSe Quantum Dots Induce Elevation of Cytoplasmic Calcium Levels and Impairment of Functional Properties of Sodium Channels in Rat Primary Cultured Hippocampal Neurons"
"25071181-NGRAMS1.txt","Hydroxylated Metabolites of the Polybrominated Diphenyl Ether Mixture DE-71 Are Weak Estrogen Receptor-α Ligands"
"25148450-NGRAMS1.txt","A Controlled Challenge Study on Di(2-ethylhexyl) Phthalate (DEHP) in House Dust and the Immune Response in Human Nasal Mucosa of Allergic Subjects"
"25434937-NGRAMS1.txt","State-of-the-Science Workshop Report: Issues and Approaches in Low-Dose: Response Extrapolation for Environmental Health Risk Assessment"
"20749159-NGRAMS1.txt","Traffic-Related Air Pollution and Incident Type 2 Diabetes: Results from the SALIA Cohort Study"
"25071062-NGRAMS1.txt","Association of Environmental Cadmium Exposure with Pediatric Dental Caries"
"25071101-NGRAMS1.txt","Brevetoxin Forms Covalent DNA Adducts in Rat Lung following Intratracheal Exposure"
"25071103-NGRAMS1.txt","Association of Lead Exposure with Survival in Amyotrophic Lateral Sclerosis"
"25071135-NGRAMS1.txt","Pentachlorophenol and Cancer Risk: Focusing the Lens on Specific Chlorophenols and Contaminants"
"25071186-NGRAMS1.txt","A Margin-of-Exposure Approach to Assessment of Noncancer Risks of Dioxins Based on Human Exposure and Response Data"
"25071190-NGRAMS1.txt","The Effect of Heat Waves on Mental Health in a Temperate Australian City"
"25148407-NGRAMS1.txt","Season, Sex, Age, and Education as Modifiers of the Effects of Outdoor Air Pollution on Daily Mortality in Shanghai, China: The Public Health and Air Pollution in Asia (PAPA) Study"
"20749154-NGRAMS1.txt","Bisphenol A Exposure during Pregnancy Disrupts Glucose Homeostasis in Mothers and Adult Male Offspring"
"25071195-NGRAMS1.txt","Case-Control Study of Blood Lead Levels and Attention Deficit Hyperactivity Disorder in Chinese Children"
"25071198-NGRAMS1.txt","The Relationship between Prenatal PCB Exposure and Intelligence (IQ) in 9-Year-Old Children"
"25472595-NGRAMS1.txt","Ultraviolet Photolysis of Chlorpyrifos: Developmental Neurotoxicity Modeled in PC12 Cells"
"25472609-NGRAMS1.txt","Activated Toxicity of Diesel Particulate Extract by Ultraviolet a Radiation in Mammalian Cells: Role of Singlet Oxygen"
"25148401-NGRAMS1.txt","A Temporal, Multicity Model to Estimate the Effects of Short-Term Exposure to Ambient Air Pollution on Health"
"25148446-NGRAMS1.txt","Prospective Analysis of Traffic Exposure as a Risk Factor for Incident Coronary Heart Disease: The Atherosclerosis Risk in Communities (ARIC) Study"
"25434934-NGRAMS1.txt","Coal Use, Stove Improvement, and Adult Pneumonia Mortality in Xuanwei, China: A Retrospective Cohort Study"
"20778600-NGRAMS1.txt","Respiratory Health Effects of Exposure to Low-NOxUnflued Gas Heaters in the Classroom: A Double-Blind, Cluster-Randomized, Crossover Study"
"25071146-NGRAMS1.txt","Interactions between Glutathione S-Transferase P1, Tumor Necrosis Factor, and Traffic-Related Air Pollution for Development of Childhood Allergic Disease"
"25071170-NGRAMS1.txt","Contaminants in Human Milk: Weighing the Risks against the Benefits of Breastfeeding"
"25434928-NGRAMS1.txt","Effects of Particulate Matter on Genomic DNA Methylation Content and iNOS Promoter Methylation"
"25472599-NGRAMS1.txt","Mechanisms of Inhaled Fine Particulate Air Pollution-Induced Arterial Blood Pressure Changes"
"25071051-NGRAMS1.txt","Styrene Trimer May Increase Thyroid Hormone Levels via Down-Regulation of the Aryl Hydrocarbon Receptor (AhR) Target Gene UDP-Glucuronosyltransferase"
"20749149-NGRAMS1.txt","Ambient Influenza and Avian Influenza Virus during Dust Storm Days and Background Days"
"25165523-NGRAMS1.txt","Inhalative Exposure to Vanadium Pentoxide Causes DNA Damage in Workers: Results of a Multiple End Point Study"
"20778601-NGRAMS1.txt","Maternal Exposure to Nitrogen Dioxide during Pregnancy and Offspring Birth Weight: Comparison of Two Exposure Models"
"25148414-NGRAMS1.txt","Identification of the Functional Domain of Thyroid Hormone Receptor Responsible for Polychlorinated Biphenyl-Mediated Suppression of Its Action in Vitro"
"25472598-NGRAMS1.txt","Elevated Human Telomerase Reverse Transcriptase Gene Expression in Blood Cells Associated with Chronic Arsenic Exposure in Inner Mongolia, China"
"25071058-NGRAMS1.txt","Meeting Report: Atmospheric Pollution and Human Reproduction"
"25071064-NGRAMS1.txt","Air Pollution, Airway Inflammation, and Lung Function in a Cohort Study of Mexico City Schoolchildren"
"25148413-NGRAMS1.txt","Association between 24-Hour Urinary Cadmium and Pulmonary Function among Community-Exposed Men: The VA Normative Aging Study"
"25472603-NGRAMS1.txt","Exposure to Mouse Allergen in U.S. Homes Associated with Asthma Symptoms"
"25071065-NGRAMS1.txt","Genetics of Hemostasis: Differential Effects of Heritability and Household Components Influencing Lipid Concentrations and Clotting Factor Levels in 282 Pediatric Stroke Families"
"25071179-NGRAMS1.txt","Built Environment and Physical Functioning in Hispanic Elders: The Role of \"Eyes on the Street\""
"25434939-NGRAMS1.txt","In-Home Particle Concentrations and Childhood Asthma Morbidity"
"25472601-NGRAMS1.txt","Proximity to Traffic: Inflammation, and Immune Function among Women in the Seattle, Washington, Area"
"25071045-NGRAMS1.txt","Mechanism of Selenium-Induced Inhibition of Arsenic-Enhanced UVR Carcinogenesis in Mice"
"25071201-NGRAMS1.txt","Traffic-Related Air Pollution and Asthma Onset in Children: A Prospective Cohort Study with Individual Exposure Measurement"
"25165527-NGRAMS1.txt","Depression and Pesticide Exposures among Private Pesticide Applicators Enrolled in the Agricultural Health Study"
"25434922-NGRAMS1.txt","Early Kidney Damage in a Population Exposed to Cadmium and Other Heavy Metals"
"25434936-NGRAMS1.txt","Occupational Exposure to Polychlorinated Biphenyls and Risk of Breast Cancer"
"20749160-NGRAMS1.txt","Non—Dioxin-Like Polychlorinated Biphenyls and Risk of Endometriosis"
"20778572-NGRAMS1.txt","Growing Knowledge: Using Stem Cells to Study Developmental Neurotoxicity"
"25071055-NGRAMS1.txt","Transcriptome Analyses in Normal Prostate Epithelial Cells Exposed to Low-Dose Cadmium: Oncogenic and Immunomodulations Involving the Action of Tumor Necrosis Factor"
"25165531-NGRAMS1.txt","A Framework for Widespread Replication of a Highly Spatially Resolved Childhood Lead Exposure Risk Model"
"25434926-NGRAMS1.txt","Association between Frequency of Chromosomal Aberrations and Cancer Risk Is Not Influenced by Genetic Polymorphisms in GSTM1 and GSTT1"
"25472608-NGRAMS1.txt","Developmental Exposure to Polychlorinated Biphenyls Interferes with Experience-Dependent Dendritic Plasticity and Ryanodine Receptor Expression in Weanling Rats"
"25148392-NGRAMS1.txt","Dengue Reborn: Widespread Resurgence of a Resilient Vector"
"25148449-NGRAMS1.txt","Acute Effects of Ambient Particulate Matter on Mortality in Europe and North America: Results from the APHENA Study"
"20778583-NGRAMS1.txt","Comparative Chronic Liver Toxicity of Benzo[a]pyrene in Two Populations of the Atlantic Killifish (Fundulus heteroclitus) with Different Exposure Histories"
"25071092-NGRAMS1.txt","Region-Specific Growth Effects in the Developing Rat Prostate following Fetal Exposure to Estrogenic Ultraviolet Filters"
"25071106-NGRAMS1.txt","Association of Environmental Toxicants and Conduct Disorder in U.S. Children: NHANES 2001-2004"
"25434933-NGRAMS1.txt","Folate Deficiency, Hyperhomocysteinemia, Low Urinary Creatinine, and Hypomethylation of Leukocyte DNA Are Risk Factors for Arsenic-Induced Skin Lesions"
"25165520-NGRAMS1.txt","Endothelial Dysfunction: Associations with Exposure to Ambient Fine Particles in Diabetic Individuals"
"25067935-NGRAMS1.txt","Biomonitoring of Perfluorinated Compounds in Children and Adults Exposed to Perfluorooctanoate-Contaminated Drinking Water"
"25071050-NGRAMS1.txt","Genetic Variation in Glutathione-Related Genes and Body Burden of Methylmercury"
"25165521-NGRAMS1.txt","Recent Mortality from Pleural Mesothelioma, Historical Patterns of Asbestos Use, and Adoption of Bans: A Global Assessment"
"25071009-NGRAMS1.txt","Molecular Epidemiologic Research on the Effects of Environmental Pollutants on the Fetus"
"25071046-NGRAMS1.txt","Exposure to Concentrated Ambient Particles Does Not Affect Vascular Function in Patients with Coronary Heart Disease"
"25148448-NGRAMS1.txt","Cadmium, Lead, and Other Metals in Relation to Semen Quality: Human Evidence for Molybdenum as a Male Reproductive Toxicant"
"25067938-NGRAMS1.txt","Effects of Prenatal Exposure to Coal-Burning Pollutants on Children's Development in China"
"20749164-NGRAMS1.txt","Evaluation of Spatial Relationships between Health and the Environment: The Rapid Inquiry Facility"
"25071150-NGRAMS1.txt","Methodologic Issues and Approaches to Spatial Epidemiology"
"20749167-NGRAMS1.txt","Prenatal Exposure to Airborne Polycyclic Aromatic Hydrocarbons and Children's Intelligence at 5 Years of Age in a Prospective Cohort Study in Poland"
"20778599-NGRAMS1.txt","Maternal Low-Level Lead Exposure and Fetal Growth"
"25165516-NGRAMS1.txt","Bisphenol A at Environmentally Relevant Doses Inhibits Adiponectin Release from Human Adipose Tissue Explants and Adipocytes"
"20749152-NGRAMS1.txt","Triggering of Transmural Infarctions, but Not Nontransmural Infarctions, by Ambient Fine Particles"
"25071021-NGRAMS1.txt","The Health Protection Act, National Guidelines for Indoor Air Quality and Development of the National Indoor Air Programs in Finland"
"25071053-NGRAMS1.txt","Developmental Exposure to Perchlorate Alters Synaptic Transmission in Hippocampus of the Adult Rat"
"25071180-NGRAMS1.txt","Exposure of Neonatal Rats to Parathion Elicits Sex-Selective Impairment of Acetylcholine Systems in Brain Regions during Adolescence and Adulthood"
"25148459-NGRAMS1.txt","Aflatoxin Exposure and Viral Hepatitis in the Etiology of Liver Cirrhosis in the Gambia, West Africa"
"25472600-NGRAMS1.txt","Methylmercury Exposure and Adverse Cardiovascular Effects in Faroese Whaling Men"
"20778585-NGRAMS1.txt","Estrogen-Like Effects of Cadmium in Vivo Do Not Appear to be Mediated via the Classical Estrogen Receptor Transcriptional Pathway"
"25148399-NGRAMS1.txt","Effects of Maternal Exposure to Di-(2-ethylhexyl) Phthalate during Fetal and/or Neonatal Periods on Atopic Dermatitis in Male Offspring"
"20778598-NGRAMS1.txt","Intellectual Function in Mexican Children Living in a Mining Area and Environmentally Exposed to Manganese"
"25071144-NGRAMS1.txt","Ambient Ozone Concentrations Cause Increased Hospitalizations for Asthma in Children: An 18-Year Study in Southern California"
"25148462-NGRAMS1.txt","Meeting Report: Moving Upstream-Evaluating Adverse Upstream End Points for Improved Risk Assessment and Decision-Making"
"25472615-NGRAMS1.txt","The Effects of Fine Particle Components on Respiratory Hospital Admissions in Children"
"20749168-NGRAMS1.txt","Goitrogenic Anions, Thyroid-Stimulating Hormone, and Thyroid Hormone in Infants"
"25165522-NGRAMS1.txt","Changes in Pest Infestation Levels, Self-Reported Pesticide Use, and Permethrin Exposure during Pregnancy after the 2000-2001 U.S. Environmental Protection Agency Restriction of Organophosphates"
"25472604-NGRAMS1.txt","Profiling Chemicals Based on Chronic Toxicity Results from the U.S. EPA ToxRef Database"
"20778573-NGRAMS1.txt","DIETARY IODINE: WHY ARE SO MANY MOTHERS NOT GETTING ENOUGH?"
"25067927-NGRAMS1.txt","Exposure to a Mixture of Polychlorinated Biphenyls and Polychlorinated Dibenzofurans Resulted in a Prolonged Time to Pregnancy in Women"
"25067928-NGRAMS1.txt","The Polybrominated Diphenyl Ether Mixture DE-71 Is Mildly Estrogenic"
"25067932-NGRAMS1.txt","Out-of-Hospital Cardiac Arrest and Airborne Fine Particulate Matter: A Case-Crossover Analysis of Emergency Medical Services Data in Indianapolis, Indiana"
"25071047-NGRAMS1.txt","Developmental Neurotoxicity of Perfluorinated Chemicals Modeled in Vitro"
"25071052-NGRAMS1.txt","Emergence of Delayed Methylmercury Toxicity after Perinatal Exposure in Metallothionein-Null and Wild-Type C57BL Mice"
"25071200-NGRAMS1.txt","A Longitudinal Study of Indoor Nitrogen Dioxide Levels and Respiratory Symptoms in Inner-City Children with Asthma"
"25148417-NGRAMS1.txt","Enduring Mental Health Morbidity and Social Function Impairment in World Trade Center Rescue, Recovery, and Cleanup Workers: The Psychological Dimension of an Environmental Health Disaster"
"20749146-NGRAMS1.txt","An Estimate of the Global Burden of Anthropogenic Ozone and Fine Particulate Matter on Premature Human Mortality Using Atmospheric Modeling"
"20778603-NGRAMS1.txt","Short-Term Effects of Air Pollution on Wheeze in Asthmatic Children in Fresno, California"
"25071059-NGRAMS1.txt","Fluticasone Propionate Protects against Ozone-Induced Airway Inflammation and Modified Immune Cell Activation Markers in Healthy Volunteers"
"25071141-NGRAMS1.txt","Computational Toxicology of Chloroform: Reverse Dosimetry Using Bayesian Inference, Markov Chain Monte Carlo Simulation, and Human Biomonitoring Data"
"20778596-NGRAMS1.txt","Urinary Porphyrin Excretion in Neurotypical and Autistic Children"
"25071138-NGRAMS1.txt","Effects of Exposure to 0.06 ppm Ozone on${\rm FEV}_{1}$in Humans: A Secondary Analysis of Existing Data"
"25148415-NGRAMS1.txt","The Effect of Supplementation with Omega-3 Polyunsaturated Fatty Acids on Markers of Oxidative Stress in Elderly Exposed to${\rm PM}_{2.5}$"
"20749151-NGRAMS1.txt","Elevated Atmospheric Carbon Dioxide Concentrations Amplify Alternaria alternata Sporulation and Total Antigen Production"
"20749169-NGRAMS1.txt","Traffic-Related Particulate Matter and Acute Respiratory Symptoms among New York City Area Adolescents"
"20778595-NGRAMS1.txt","Polybrominated Diphenyl Ether (PBDE) Flame Retardants and Thyroid Hormone during Pregnancy"
"25071094-NGRAMS1.txt","Activation of Steroid and Xenobiotic Receptor (SXR, NR1I2) and Its Orthologs in Laboratory, Toxicologic, and Genome Model Species"
"25071096-NGRAMS1.txt","Concentrations of the Sunscreen Agent Benzophenone-3 in Residents of the United States: National Health and Nutrition Examination Survey 2003-2004"
"25071191-NGRAMS1.txt","Birth Delivery Mode Modifies the Associations between Prenatal Polychlorinated Biphenyl (PCB) and Polybrominated Diphenyl Ether (PBDE) and Neonatal Thyroid Hormone Levels"
"25148408-NGRAMS1.txt","The Effects of Air Pollution on Mortality in Socially Deprived Urban Areas in Hong Kong, China"
"25148420-NGRAMS1.txt","Risk of Birth Defects in Australian Communities with High Levels of Brominated Disinfection By-Products"
"20749145-NGRAMS1.txt","In Inland China, Rice, Rather than Fish, Is the Major Pathway for Methylmercury Exposure"
"20749150-NGRAMS1.txt","Neonatal Exposure to Bisphenol A and Reproductive and Endocrine Alterations Resembling the Polycystic Ovarian Syndrome in Adult Rats"
"25071100-NGRAMS1.txt","Early-Onset Endocrine Disruptor-Induced Prostatitis in the Rat"
